geneId	symbol	chromosome	Synonyms	type_of_gene
4886	NPY1R	4	NPY1-R|NPYR	protein-coding
4887	NPY2R	4	NPY2-R	protein-coding
4888	NPY6R	5	NPY1RL|NPY6RP|PP2|Y2B	pseudo
4889	NPY5R	4	NPY5-R|NPYR5|NPYY5-R	protein-coding
4891	SLC11A2	12	AHMIO1|DCT1|DMT1|NRAMP2	protein-coding
4892	NRAP	10	N-RAP	protein-coding
4893	NRAS	1	ALPS4|CMNS|N-ras|NCMS|NRAS1|NS6	protein-coding
4897	NRCAM	7	-	protein-coding
4898	NRDC	1	NRD1|hNRD1|hNRD2	protein-coding
4899	NRF1	7	ALPHA-PAL	protein-coding
4900	NRGN	11	RC3|hng	protein-coding
4901	NRL	14	D14S46E|NRL-MAF|RP27	protein-coding
4902	NRTN	19	NTN	protein-coding
4904	YBX1	1	BP-8|CBF-A|CSDA2|CSDB|DBPB|EFI-A|MDR-NF1|NSEP-1|NSEP1|YB-1|YB1	protein-coding
4905	NSF	17	SEC18|SKD2	protein-coding
4907	NT5E	6	CALJA|CD73|E5NT|NT|NT5|NTE|eN|eNT	protein-coding
4908	NTF3	12	HDNF|NGF-2|NGF2|NT-3|NT3	protein-coding
4909	NTF4	19	GLC10|GLC1O|NT-4|NT-4/5|NT-5|NT4|NT5|NTF5	protein-coding
4910	NTF6A	19	NTF5P|NTF6|PSI-NT4	pseudo
4911	NTF6B	19	-	pseudo
4912	NTF6G	19	-	pseudo
4913	NTHL1	16	FAP3|NTH1|OCTS3|hNTH1	protein-coding
4914	NTRK1	1	MTC|TRK|TRK1|TRKA|Trk-A|p140-TrkA	protein-coding
4915	NTRK2	9	GP145-TrkB|TRKB|trk-B	protein-coding
4916	NTRK3	15	GP145-TrkC|TRKC|gp145(trkC)	protein-coding
4917	NTN3	16	NTN2L	protein-coding
4919	ROR1	1	NTRKR1|dJ537F10.1	protein-coding
4920	ROR2	9	BDB|BDB1|NTRKR2	protein-coding
4921	DDR2	1	MIG20a|NTRKR3|TKT|TYRO10	protein-coding
4922	NTS	12	NMN-125|NN|NT|NT/N|NTS1	protein-coding
4923	NTSR1	20	NTR	protein-coding
4924	NUCB1	19	CALNUC|NUC	protein-coding
4925	NUCB2	11	HEL-S-109|NEFA	protein-coding
4926	NUMA1	11	NMP-22|NUMA	protein-coding
4927	NUP88	17	-	protein-coding
4928	NUP98	11	ADIR2|NUP196|NUP96	protein-coding
4929	NR4A2	2	HZF-3|NOT|NURR1|RNR1|TINUR	protein-coding
4931	NVL	1	NVL2	protein-coding
4933	NYS2	6	NYSA	unknown
4934	NYS3	7	CN	unknown
4935	GPR143	X	NYS6|OA1	protein-coding
4936	OA3	6	OAR	unknown
4937	OAP	11	OA|OASF	unknown
4938	OAS1	12	E18/E16|IFI-4|OIAS|OIASI	protein-coding
4939	OAS2	12	-	protein-coding
4940	OAS3	12	p100|p100OAS	protein-coding
4941	OASD	X	-	unknown
4942	OAT	10	GACR|HOGA|OATASE|OKT	protein-coding
4943	TBC1D25	X	MG81|OATL1	protein-coding
4945	OATP1	10	OATL3	pseudo
4946	OAZ1	19	AZ1|AZI|OAZ	protein-coding
4947	OAZ2	15	AZ2	protein-coding
4948	OCA2	15	BEY|BEY1|BEY2|BOCA|D15S12|EYCL|EYCL2|EYCL3|HCL3|P|PED|SHEP1	protein-coding
4951	OCM2	7	OCM	protein-coding
4952	OCRL	X	INPP5F|LOCR|NPHL2|OCRL-1|OCRL1	protein-coding
4953	ODC1	2	ODC	protein-coding
4954	ODCP	7	ODC2	pseudo
4956	ODF1	8	CT133|HSPB10|ODF|ODF2|ODF27|ODFP|ODFPG|ODFPGA|ODFPGB|RT7|SODF	protein-coding
4957	ODF2	9	CT134|ODF2/1|ODF2/2|ODF84	protein-coding
4958	OMD	9	OSAD|SLRR2C	protein-coding
4961	OED	X	-	unknown
4963	OFC1	6	CL|OFC	unknown
4964	OFC2	2	-	unknown
4965	OFC3	19	-	unknown
4967	OGDH	7	AKGDH|E1k|OGDC	protein-coding
4968	OGG1	3	HMMH|HOGG1|MUTM|OGH1	protein-coding
4969	OGN	9	OG|OIF|SLRR3A	protein-coding
4973	OLR1	12	CLEC8A|LOX1|LOXIN|SCARE1|SLOX1	protein-coding
4974	OMG	17	OMGP	protein-coding
4975	OMP	11	-	protein-coding
4976	OPA1	3	BERHS|MGM1|MTDPS14|NPG|NTG|largeG	protein-coding
4977	OPA2	X	-	unknown
4978	OPCML	11	IGLON1|OBCAM|OPCM	protein-coding
4981	OPEM	X	-	unknown
4982	TNFRSF11B	8	OCIF|OPG|PDB5|TR1	protein-coding
4983	OPHN1	X	ARHGAP41|MRX60|OPN1	protein-coding
4985	OPRD1	1	OPRD	protein-coding
4986	OPRK1	8	K-OR-1|KOR|KOR-1|OPRK	protein-coding
4987	OPRL1	20	KOR-3|NOCIR|NOP|NOPr|OOR|ORL1	protein-coding
4988	OPRM1	6	LMOR|M-OR-1|MOP|MOR|MOR1|OPRM	protein-coding
4990	SIX6	14	MCOPCT2|ODRMD|OPTX2|Six9	protein-coding
4991	OR1D2	17	OLFR1|OR17-4	protein-coding
4992	OR1F1	16	OLFMF|OR16-36|OR16-37|OR16-88|OR16-89|OR16-90|OR1F10|OR1F13P|OR1F4|OR1F5|OR1F6|OR1F7|OR1F8|OR1F9|OR3-145|ORL1023	protein-coding
4993	OR2C1	16	OLFmf3|OR2C2P	protein-coding
4994	OR3A1	17	OLFRA03|OR17-40|OR17-82|OR40	protein-coding
4995	OR3A2	17	OLFRA04|OR17-14|OR17-228|OR228	protein-coding
4998	ORC1	1	HSORC1|ORC1L|PARC1	protein-coding
4999	ORC2	2	ORC2L	protein-coding
5000	ORC4	2	ORC4L|ORC4P	protein-coding
5001	ORC5	7	ORC5L|ORC5P|ORC5T|PPP1R117	protein-coding
5002	SLC22A18	11	BWR1A|BWSCR1A|HET|IMPT1|ITM|ORCTL2|SLC22A1L|TSSC5|p45-BWR1A	protein-coding
5003	SLC22A18AS	11	BWR1B|BWSCR1B|ORCTL2S|SLC22A1LS|p27-BWR1B	protein-coding
5004	ORM1	9	AGP-A|AGP1|HEL-S-153w|ORM	protein-coding
5005	ORM2	9	AGP-B|AGP-B'|AGP2	protein-coding
5007	OSBP	11	OSBP1	protein-coding
5008	OSM	22	-	protein-coding
5009	OTC	X	OCTD	protein-coding
5010	CLDN11	3	OSP|OTM	protein-coding
5012	OTSC1	15	OTS	unknown
5013	OTX1	2	-	protein-coding
5015	OTX2	14	CPHD6|MCOPS5	protein-coding
5016	OVGP1	1	CHIT5|EGP|MUC9|OGP	protein-coding
5017	OVOL1	11	HOVO1	protein-coding
5018	OXA1L	14	OXA1	protein-coding
5019	OXCT1	5	OXCT|SCOT	protein-coding
5020	OXT	20	OT|OT-NPI|OXT-NPI	protein-coding
5021	OXTR	3	OT-R	protein-coding
5023	P2RX1	17	P2X1	protein-coding
5024	P2RX3	11	P2X3	protein-coding
5025	P2RX4	12	P2X4|P2X4R	protein-coding
5026	P2RX5	17	LRH-1|P2X5|P2X5R	protein-coding
5027	P2RX7	12	P2X7	protein-coding
5028	P2RY1	3	P2Y1	protein-coding
5029	P2RY2	11	HP2U|P2RU1|P2U|P2U1|P2UR|P2Y2|P2Y2R	protein-coding
5030	P2RY4	X	NRU|P2P|P2Y4|UNR	protein-coding
5031	P2RY6	11	P2Y6	protein-coding
5032	P2RY11	19	P2Y11	protein-coding
5033	P4HA1	10	P4HA	protein-coding
5034	P4HB	17	CLCRP1|DSI|ERBA2L|GIT|P4Hbeta|PDI|PDIA1|PHDB|PO4DB|PO4HB|PROHB	protein-coding
5036	PA2G4	12	EBP1|HG4-1|p38-2G4	protein-coding
5037	PEBP1	12	HCNP|HCNPpp|HEL-210|HEL-S-34|HEL-S-96|PBP|PEBP|PEBP-1|RKIP	protein-coding
5042	PABPC3	13	PABP3|PABPL3|tPABP	protein-coding
5043	PABX	X	-	other
5044	PABY	Y	-	other
5045	FURIN	15	FUR|PACE|PCSK3|SPC1	protein-coding
5046	PCSK6	15	PACE4|SPC4	protein-coding
5047	PAEP	9	GD|GdA|GdF|GdS|PAEG|PEP|PP14	protein-coding
5048	PAFAH1B1	17	LIS1|LIS2|MDCR|MDS|NudF|PAFAH	protein-coding
5049	PAFAH1B2	11	HEL-S-303	protein-coding
5050	PAFAH1B3	19	PAFAHG	protein-coding
5051	PAFAH2	1	HSD-PLA2	protein-coding
5052	PRDX1	1	MSP23|NKEF-A|NKEFA|PAG|PAGA|PAGB|PRX1|PRXI|TDPX2	protein-coding
5053	PAH	12	PH|PKU|PKU1	protein-coding
5054	SERPINE1	7	PAI|PAI-1|PAI1|PLANH1	protein-coding
5055	SERPINB2	18	HsT1201|PAI|PAI-2|PAI2|PLANH2	protein-coding
5058	PAK1	11	PAKalpha	protein-coding
5062	PAK2	3	PAK65|PAKgamma	protein-coding
5063	PAK3	X	ARA|MRX30|MRX47|OPHN3|PAK-3|PAK3beta|bPAK|beta-PAK	protein-coding
5064	PALM	19	-	protein-coding
5066	PAM	5	PAL|PHM	protein-coding
5067	CNTN3	3	BIG-1|PANG|PCS	protein-coding
5068	REG3A	2	HIP|HIP/PAP|INGAP|PAP|PAP-H|PAP1|PBCGF|REG-III|REG3	protein-coding
5069	PAPPA	9	ASBABP2|DIPLA1|IGFBP-4ase|PAPA|PAPP-A|PAPPA1	protein-coding
5071	PRKN	6	AR-JP|LPRS2|PARK2|PDJ	protein-coding
5072	PARK3	2	-	unknown
5073	PARN	16	DAN|DKCB6|PFBMFT4	protein-coding
5074	PAWR	12	PAR4|Par-4	protein-coding
5075	PAX1	20	HUP48|OFC2	protein-coding
5076	PAX2	10	FSGS7|PAPRS	protein-coding
5077	PAX3	2	CDHS|HUP2|WS1|WS3	protein-coding
5078	PAX4	7	KPD|MODY9	protein-coding
5079	PAX5	9	ALL3|BSAP	protein-coding
5080	PAX6	11	AN|AN2|ASGD5|D11S812E|FVH1|MGDA|WAGR	protein-coding
5081	PAX7	1	HUP1|PAX7B|RMS2	protein-coding
5082	PDCL	9	PhLP	protein-coding
5083	PAX9	14	STHAG3	protein-coding
5084	PBG1	-	-	protein-coding
5087	PBX1	1	-	protein-coding
5088	PBX2P1	3	PBX2|PBXP1	pseudo
5089	PBX2	6	G17|HOX12|PBX2MHC	protein-coding
5090	PBX3	9	-	protein-coding
5091	PC	11	PCB	protein-coding
5092	PCBD1	10	DCOH|PCBD|PCD|PHS	protein-coding
5093	PCBP1	2	HEL-S-85|HNRPE1|HNRPX|hnRNP-E1|hnRNP-X	protein-coding
5094	PCBP2	12	HNRNPE2|HNRPE2|hnRNP-E2	protein-coding
5095	PCCA	13	-	protein-coding
5096	PCCB	3	-	protein-coding
5097	PCDH1	5	PC42|PCDH42	protein-coding
5098	PCDHGC3	5	PC43|PCDH-GAMMA-C3|PCDH2	protein-coding
5099	PCDH7	4	BH-Pcdh|BHPCDH|PPP1R120	protein-coding
5100	PCDH8	13	ARCADLIN|PAPC	protein-coding
5101	PCDH9	13	-	protein-coding
5104	SERPINA5	14	PAI-3|PAI3|PCI|PCI-B|PLANH3|PROCI	protein-coding
5105	PCK1	20	PEPCK-C|PEPCK1|PEPCKC	protein-coding
5106	PCK2	14	PEPCK|PEPCK-M|PEPCK2	protein-coding
5108	PCM1	8	PTC4|RET/PCM-1	protein-coding
5110	PCMT1	6	PIMT	protein-coding
5111	PCNA	20	ATLD2	protein-coding
5116	PCNT	21	KEN|MOPD2|PCN|PCNT2|PCNTB|PCTN2|SCKL4	protein-coding
5118	PCOLCE	7	PCPE|PCPE-1|PCPE1	protein-coding
5119	CHMP1A	16	CHMP1|PCH8|PCOLN3|PRSM1|VPS46-1|VPS46A	protein-coding
5120	PCOS1	19	PCO|PCO1	unknown
5121	PCP4	21	PEP-19	protein-coding
5122	PCSK1	5	BMIQ12|NEC1|PC1|PC3|SPC3	protein-coding
5125	PCSK5	9	PC5|PC6|PC6A|SPC6	protein-coding
5126	PCSK2	20	NEC 2|NEC-2|NEC2|PC2|SPC2	protein-coding
5127	CDK16	X	PCTAIRE|PCTAIRE1|PCTGAIRE|PCTK1	protein-coding
5128	CDK17	12	PCTAIRE2|PCTK2	protein-coding
5129	CDK18	1	PCTAIRE|PCTAIRE3|PCTK3	protein-coding
5130	PCYT1A	3	CCTA|CT|CTA|CTPCT|PCYT1|SMDCRD	protein-coding
5131	PDB1	6	PDB	unknown
5132	PDC	1	MEKA|PHD|PhLOP|PhLP	protein-coding
5133	PDCD1	2	CD279|PD-1|PD1|SLEB2|hPD-1|hPD-l|hSLE1	protein-coding
5134	PDCD2	6	RP8|ZMYND7	protein-coding
5136	PDE1A	2	CAM-PDE-1A|HCAM-1|HCAM1|HSPDE1A	protein-coding
5137	PDE1C	7	Hcam3|cam-PDE 1C|hCam-3	protein-coding
5138	PDE2A	11	CGS-PDE|PDE2A1|PED2A4|cGSPDE	protein-coding
5139	PDE3A	12	CGI-PDE|CGI-PDE A|CGI-PDE-A|HTNB	protein-coding
5140	PDE3B	11	HcGIP1|cGIPDE1	protein-coding
5141	PDE4A	19	DPDE2|PDE4|PDE46	protein-coding
5142	PDE4B	1	DPDE4|PDEIVB	protein-coding
5143	PDE4C	19	DPDE1|PDE21	protein-coding
5144	PDE4D	5	ACRDYS2|DPDE3|HSPDE4D|PDE43|PDE4DN2|STRK1	protein-coding
5145	PDE6A	5	CGPR-A|PDEA|RP43	protein-coding
5146	PDE6C	10	ACHM5|COD4|PDEA2	protein-coding
5147	PDE6D	2	JBTS22|PDED	protein-coding
5148	PDE6G	17	PDEG|RP57	protein-coding
5149	PDE6H	12	ACHM6|RCD3	protein-coding
5150	PDE7A	8	HCP1|PDE7	protein-coding
5151	PDE8A	15	HsT19550	protein-coding
5152	PDE9A	21	HSPDE9A2	protein-coding
5153	PDE1B	12	HEL-S-79p|PDE1B1|PDES1B	protein-coding
5154	PDGFA	7	PDGF-A|PDGF1	protein-coding
5155	PDGFB	22	IBGC5|PDGF-2|PDGF2|SIS|SSV|c-sis	protein-coding
5156	PDGFRA	4	CD140A|PDGFR-2|PDGFR2	protein-coding
5157	PDGFRL	8	PDGRL|PRLTS	protein-coding
5158	PDE6B	4	CSNB3|CSNBAD2|GMP-PDEbeta|PDEB|RP40|rd1	protein-coding
5159	PDGFRB	5	CD140B|IBGC4|IMF1|JTK12|KOGS|PDGFR|PDGFR-1|PDGFR1|PENTT	protein-coding
5160	PDHA1	X	PDHA|PDHAD|PDHCE1A|PHE1A	protein-coding
5161	PDHA2	4	PDHAL	protein-coding
5162	PDHB	3	PDHBD|PDHE1-B|PHE1B	protein-coding
5163	PDK1	2	-	protein-coding
5164	PDK2	17	PDHK2|PDKII	protein-coding
5165	PDK3	X	CMTX6|GS1-358P8.4	protein-coding
5166	PDK4	7	-	protein-coding
5167	ENPP1	6	ARHR2|COLED|M6S1|NPP1|NPPS|PC-1|PCA1|PDNP1	protein-coding
5168	ENPP2	8	ATX|ATX-X|AUTOTAXIN|LysoPLD|NPP2|PD-IALPHA|PDNP2	protein-coding
5169	ENPP3	6	B10|CD203c|NPP3|PD-IBETA|PDNP3	protein-coding
5170	PDPK1	16	PDK1|PDPK2|PDPK2P|PRO0461	protein-coding
5171	PDR	X	-	unknown
5172	SLC26A4	7	DFNB4|EVA|PDS|TDH2B	protein-coding
5173	PDYN	20	ADCA|PENKB|SCA23	protein-coding
5174	PDZK1	1	CAP70|CLAMP|NHERF-3|NHERF3|PDZD1	protein-coding
5175	PECAM1	17	CD31|CD31/EndoCAM|GPIIA'|PECA1|PECAM-1|endoCAM	protein-coding
5176	SERPINF1	17	EPC-1|OI12|OI6|PEDF|PIG35	protein-coding
5177	PEE1	4	PEE|PIH|PREG1	unknown
5178	PEG3	19	PW1|ZKSCAN22|ZNF904|ZSCAN24	protein-coding
5179	PENK	8	PE|PENK-A	protein-coding
5182	PEPB	12	-	protein-coding
5183	PEPC	1	-	protein-coding
5184	PEPD	19	PROLIDASE	protein-coding
5185	PEPE	17	-	protein-coding
5187	PER1	17	PER|RIGUI|hPER	protein-coding
5188	GATB	4	HSPC199|PET112|PET112L	protein-coding
5189	PEX1	7	HMLR1|PBD1A|PBD1B|ZWS|ZWS1	protein-coding
5190	PEX6	6	HMLR2|PAF-2|PAF2|PBD4A|PDB4B|PXAAA1	protein-coding
5191	PEX7	6	PBD9B|PTS2R|RCDP1|RD	protein-coding
5192	PEX10	1	NALD|PBD6A|PBD6B|RNF69	protein-coding
5193	PEX12	17	PAF-3|PBD3A	protein-coding
5194	PEX13	2	NALD|PBD11A|PBD11B|ZWS	protein-coding
5195	PEX14	1	NAPP2|PBD13A|Pex14p|dJ734G22.2	protein-coding
5196	PF4	4	CXCL4|PF-4|SCYB4	protein-coding
5197	PF4V1	4	CXCL4L1|CXCL4V1|PF4-ALT|PF4A|SCYB4V1	protein-coding
5198	PFAS	17	FGAMS|FGAR-AT|FGARAT|GATD8|PURL	protein-coding
5199	CFP	X	BFD|PFC|PFD|PROPERDIN	protein-coding
5201	PFDN1	5	PDF|PFD1	protein-coding
5202	PFDN2	1	PFD2	protein-coding
5203	PFDN4	20	C1|PFD4	protein-coding
5204	PFDN5	12	MM-1|MM1|PFD5	protein-coding
5205	ATP8B1	18	ATPIC|BRIC|FIC1|ICP1|PFIC|PFIC1	protein-coding
5207	PFKFB1	X	F6PK|HL2K|PFRX	protein-coding
5208	PFKFB2	1	PFK-2/FBPase-2	protein-coding
5209	PFKFB3	10	IPFK2|PFK2|iPFK-2	protein-coding
5210	PFKFB4	3	-	protein-coding
5211	PFKL	21	ATP-PFK|PFK-B|PFK-L	protein-coding
5212	VIT	2	-	protein-coding
5213	PFKM	12	ATP-PFK|GSD7|PFK-1|PFK1|PFKA|PFKX|PPP1R122	protein-coding
5214	PFKP	10	ATP-PFK|PFK-C|PFK-P|PFKF	protein-coding
5216	PFN1	17	ALS18	protein-coding
5217	PFN2	3	D3S1319E|PFL	protein-coding
5218	CDK14	7	PFTAIRE1|PFTK1	protein-coding
5222	PGA5	11	Pg5	protein-coding
5223	PGAM1	10	HEL-S-35|PGAM-B|PGAMA	protein-coding
5224	PGAM2	7	GSD10|PGAM-M|PGAMM	protein-coding
5225	PGC	6	PEPC|PGII	protein-coding
5226	PGD	1	6PGD	protein-coding
5228	PGF	14	D12S1900|PGFL|PIGF|PLGF|PlGF-2|SHGC-10760	protein-coding
5229	PGGT1B	5	BGGI|GGTI	protein-coding
5230	PGK1	X	HEL-S-68p|MIG10|PGKA	protein-coding
5231	PGK1P1	X	-	pseudo
5232	PGK2	6	HEL-S-272|PGKB|PGKPS|dJ417L20.2	protein-coding
5233	PGK1P2	19	PGK2	pseudo
5236	PGM1	1	CDG1T|GSD14	protein-coding
5238	PGM3	6	AGM1|IMD23|PAGM|PGM 3	protein-coding
5239	PGM5	9	PGMRP	protein-coding
5241	PGR	11	NR3C3|PR	protein-coding
5243	ABCB1	7	ABC20|CD243|CLCS|GP170|MDR1|P-GP|PGY1	protein-coding
5244	ABCB4	7	ABC21|GBD1|ICP3|MDR2|MDR2/3|MDR3|PFIC-3|PGY3	protein-coding
5245	PHB	17	HEL-215|HEL-S-54e|PHB1	protein-coding
5246	PHBP1	6	-	pseudo
5250	SLC25A3	12	OK/SW-cl.48|PHC|PTP	protein-coding
5251	PHEX	X	HPDR|HPDR1|HYP|HYP1|LXHR|PEX|XLH	protein-coding
5252	PHF1	6	MTF2L2|PCL1|PHF2|TDRD19C|hPHF1	protein-coding
5253	PHF2	9	CENP-35|GRC5|JHDM1E|KDM7C	protein-coding
5255	PHKA1	X	PHKA	protein-coding
5256	PHKA2	X	GSD9A|PHK|PYK|PYKL|XLG|XLG2	protein-coding
5257	PHKB	16	-	protein-coding
5258	PHKBP1	20	-	pseudo
5259	PHKBP2	14	-	pseudo
5260	PHKG1	7	PHKG	protein-coding
5261	PHKG2	16	GSD9C	protein-coding
5262	PHKG1P3	11	PHKGL|PHKg1ps2	pseudo
5264	PHYH	10	LN1|LNAP1|PAHX|PHYH1|RD	protein-coding
5265	SERPINA1	14	A1A|A1AT|AAT|PI|PI1|PRO2275|alpha1AT	protein-coding
5266	PI3	20	ESI|SKALP|WAP3|WFDC14|cementoin	protein-coding
5267	SERPINA4	14	KAL|KLST|KST|PI-4|PI4|kallistatin	protein-coding
5268	SERPINB5	18	PI5|maspin	protein-coding
5269	SERPINB6	6	CAP|DFNB91|MSTP057|PI-6|PI6|PTI|SPI3	protein-coding
5270	SERPINE2	2	GDN|GDNPF|PI-7|PI7|PN-1|PN1|PNI	protein-coding
5271	SERPINB8	18	CAP2|PI-8|PI8|PSS5	protein-coding
5272	SERPINB9	6	CAP-3|CAP3|PI-9|PI9	protein-coding
5273	SERPINB10	18	PI-10|PI10	protein-coding
5274	SERPINI1	3	PI12|neuroserpin	protein-coding
5275	SERPINB13	18	HSHUR7SEQ|HUR7|PI13|headpin	protein-coding
5276	SERPINI2	3	MEPI|PANCPIN|PI14|TSA2004	protein-coding
5277	PIGA	X	GPI3|MCAHS2|PIG-A|PNH1	protein-coding
5278	PIGAP1	12	PIG-A-II	pseudo
5279	PIGC	1	GPI2	protein-coding
5280	PIGCP1	11	-	pseudo
5281	PIGF	2	-	protein-coding
5282	PIGFP1	5	-	pseudo
5283	PIGH	14	GPI-H	protein-coding
5284	PIGR	1	-	protein-coding
5286	PIK3C2A	11	CPK|PI3-K-C2(ALPHA)|PI3-K-C2A|PI3K-C2-alpha|PI3K-C2alpha	protein-coding
5287	PIK3C2B	1	C2-PI3K	protein-coding
5288	PIK3C2G	12	PI3K-C2-gamma|PI3K-C2GAMMA	protein-coding
5289	PIK3C3	18	VPS34|Vps34|hVps34	protein-coding
5290	PIK3CA	3	CLOVE|CWS5|MCAP|MCM|MCMTC|PI3K|PI3K-alpha|p110-alpha	protein-coding
5291	PIK3CB	3	P110BETA|PI3K|PI3KBETA|PIK3C1	protein-coding
5292	PIM1	6	PIM	protein-coding
5293	PIK3CD	1	APDS|IMD14|P110DELTA|PI3K|p110D	protein-coding
5294	PIK3CG	7	PI3CG|PI3K|PI3Kgamma|PIK3|p110gamma|p120-PI3K	protein-coding
5295	PIK3R1	5	AGM7|GRB1|IMD36|p85|p85-ALPHA	protein-coding
5296	PIK3R2	19	MPPH|MPPH1|P85B|p85|p85-BETA	protein-coding
5297	PI4KA	22	PI4K-ALPHA|PIK4CA|PMGYCHA|pi4K230	protein-coding
5298	PI4KB	1	NPIK|PI4K-BETA|PI4K92|PI4KBETA|PI4KIIIBETA|PIK4CB	protein-coding
5300	PIN1	19	DOD|UBL5	protein-coding
5301	PIN1P1	1	PIN1L	pseudo
5303	PIN4	X	EPVH|PAR14|PAR17	protein-coding
5304	PIP	7	GCDFP-15|GCDFP15|GPIP4	protein-coding
5305	PIP4K2A	10	PI5P4KA|PIP5K2A|PIP5KII-alpha|PIP5KIIA|PIPK	protein-coding
5306	PITPNA	17	HEL-S-36|PI-TPalpha|PITPN|VIB1A	protein-coding
5307	PITX1	5	BFT|CCF|LBNBG|POTX|PTX1	protein-coding
5308	PITX2	4	ARP1|ASGD4|Brx1|IDG2|IGDS|IGDS2|IHG2|IRID2|Otlx2|PTX2|RGS|RIEG|RIEG1|RS	protein-coding
5309	PITX3	10	ASGD1|ASMD|ASOD|CTPP4|CTRCT11|PTX3	protein-coding
5310	PKD1	16	PBP|PC1|Pc-1|TRPP1	protein-coding
5311	PKD2	4	APKD2|PC2|PKD4|Pc-2|TRPP2	protein-coding
5312	PKD3	2	-	unknown
5313	PKLR	1	PK1|PKL|PKR|PKRL|RPK	protein-coding
5314	PKHD1	6	ARPKD|FCYT|FPC|TIGM1	protein-coding
5315	PKM	15	CTHBP|HEL-S-30|OIP3|PK3|PKM2|TCB|THBP1	protein-coding
5316	PKNOX1	21	PREP1|pkonx1c	protein-coding
5317	PKP1	1	B6P	protein-coding
5318	PKP2	12	ARVD9	protein-coding
5319	PLA2G1B	12	PLA2|PLA2A|PPLA2	protein-coding
5320	PLA2G2A	1	MOM1|PLA2|PLA2B|PLA2L|PLA2S|PLAS1|sPLA2	protein-coding
5321	PLA2G4A	1	PLA2G4|cPLA2|cPLA2-alpha	protein-coding
5322	PLA2G5	1	FRFB|GV-PLA2|PLA2-10|hVPLA(2)	protein-coding
5324	PLAG1	8	PSA|SGPA|ZNF912	protein-coding
5325	PLAGL1	6	LOT1|ZAC|ZAC1	protein-coding
5326	PLAGL2	20	ZNF900	protein-coding
5327	PLAT	8	T-PA|TPA	protein-coding
5328	PLAU	10	ATF|BDPLT5|QPD|UPA|URK|u-PA	protein-coding
5329	PLAUR	19	CD87|U-PAR|UPAR|URKR	protein-coding
5330	PLCB2	15	PLC-beta-2	protein-coding
5331	PLCB3	11	-	protein-coding
5332	PLCB4	20	ARCND2|PI-PLC	protein-coding
5333	PLCD1	3	NDNC3|PLC-III	protein-coding
5334	PLCL1	2	PLCE|PLCL|PLDL1|PPP1R127|PRIP	protein-coding
5335	PLCG1	20	NCKAP3|PLC-II|PLC1|PLC148|PLCgamma1	protein-coding
5336	PLCG2	16	APLAID|FCAS3|PLC-IV|PLC-gamma-2	protein-coding
5337	PLD1	3	-	protein-coding
5338	PLD2	17	PLD1C	protein-coding
5339	PLEC	8	EBS1|EBSMD|EBSND|EBSO|EBSOG|EBSPA|HD1|LGMD2Q|PCN|PLEC1|PLEC1b|PLTN	protein-coding
5340	PLG	6	-	protein-coding
5341	PLEK	2	P47	protein-coding
5342	PLGLB2	2	PLGP1	protein-coding
5343	PLGLB1	2	PLGL|PLGP1|PRGB|PRP-B	protein-coding
5345	SERPINF2	17	A2AP|AAP|ALPHA-2-PI|API|PLI	protein-coding
5346	PLIN1	15	FPLD4|PERI|PLIN	protein-coding
5347	PLK1	16	PLK|STPK13	protein-coding
5348	FXYD1	19	PLM	protein-coding
5349	FXYD3	19	MAT8|PLML	protein-coding
5350	PLN	6	CMD1P|CMH18|PLB	protein-coding
5351	PLOD1	1	EDS6|LH|LH1|LLH|PLOD	protein-coding
5352	PLOD2	3	BRKS2|LH2|TLH	protein-coding
5354	PLP1	X	GPM6C|HLD1|MMPL|PLP|PLP/DM20|PMD|SPG2	protein-coding
5355	PLP2	X	A4|A4LSB	protein-coding
5356	PLRG1	4	Cwc1|PRL1|PRP46|PRPF46|TANGO4	protein-coding
5357	PLS1	3	-	protein-coding
5358	PLS3	X	BMND18|T-plastin	protein-coding
5359	PLSCR1	3	MMTRA1B	protein-coding
5360	PLTP	20	BPIFE|HDLCQ9	protein-coding
5361	PLXNA1	3	NOV|NOVP|PLEXIN-A1|PLXN1	protein-coding
5362	PLXNA2	1	OCT|PLXN2	protein-coding
5364	PLXNB1	3	PLEXIN-B1|PLXN5|SEP	protein-coding
5365	PLXNB3	X	PLEXB3|PLEXR|PLXN6	protein-coding
5366	PMAIP1	18	APR|NOXA	protein-coding
5367	PMCH	12	MCH|ppMCH	protein-coding
5368	PNOC	8	N/OFQ|NOP|OFQ|PPNOC|ppN/OFQ	protein-coding
5369	PMCHL1	5	-	pseudo
5370	PMCHL2	5	-	pseudo
5371	PML	15	MYL|PP8675|RNF71|TRIM19	protein-coding
5372	PMM1	22	Sec53	protein-coding
5373	PMM2	16	CDG1|CDG1a|CDGS|PMI|PMI1|PMM 2	protein-coding
5375	PMP2	8	FABP8|M-FABP|MP2|P2	protein-coding
5376	PMP22	17	CIDP|CMT1A|CMT1E|DSS|GAS-3|GAS3|HMSNIA|HNPP|Sp110	protein-coding
5378	PMS1	2	HNPCC3|MLH2|PMSL1|hPMS1	protein-coding
5379	PMS2P1	7	PMS2L1|PMS2L13|PMS2L6|PMS2L7|PMS2L8|PMS3|PMS8|PMSR1|PMSR2	pseudo
5380	PMS2P2	7	PMS2L2|PMS4	pseudo
